player_name,team,start_date,end_date,type,source
Karl Hein,Arsenal FC,2022-02-23,2022-05-14,injury-finger-injury,https://www.transfermarkt.com/karl-hein/verletzungen/spieler/493513
Gabriel Magalhães,Arsenal FC,2021-07-01,2021-08-25,injury-knee-injury,https://www.transfermarkt.com/gabriel-magalhaes/verletzungen/spieler/435338
Takehiro Tomiyasu,Arsenal FC,2022-03-11,2022-06-30,injury-muscular-problems,https://www.transfermarkt.com/takehiro-tomiyasu/verletzungen/spieler/331560
Takehiro Tomiyasu,Arsenal FC,2022-02-20,2022-04-21,injury-calf-injury,https://www.transfermarkt.com/takehiro-tomiyasu/verletzungen/spieler/331560
Rob Holding,Arsenal FC,2021-07-01,2021-09-08,injury-fitness,https://www.transfermarkt.com/rob-holding/verletzungen/spieler/253341
Pablo Marí,Arsenal FC,2021-07-01,2021-08-02,injury-calf-injury,https://www.transfermarkt.com/pablo-mari/verletzungen/spieler/210178
Sead Kolasinac,Arsenal FC,2021-11-13,2022-06-30,injury-ankle-injury,https://www.transfermarkt.com/sead-kolasinac/verletzungen/spieler/94005
Kieran Tierney,Arsenal FC,2022-03-31,2022-06-30,injury-knee-surgery,https://www.transfermarkt.com/kieran-tierney/verletzungen/spieler/300716
Nuno Tavares,Arsenal FC,2021-07-01,2021-12-04,injury-ankle-injury,https://www.transfermarkt.com/nuno-tavares/verletzungen/spieler/535955
Ben White,Arsenal FC,2022-04-25,2022-05-15,injury-hamstring-injury,https://www.transfermarkt.com/ben-white/verletzungen/spieler/335721
Ainsley Maitland-Niles,Arsenal FC,2021-12-21,2021-12-31,injury-virus,https://www.transfermarkt.com/ainsley-maitland-niles/verletzungen/spieler/285845
Ryan Alebiosu,Arsenal FC,2022-02-15,2022-04-20,injury-back-injury,https://www.transfermarkt.com/ryan-alebiosu/verletzungen/spieler/610649
Thomas Partey,Arsenal FC,2022-04-04,2022-06-30,injury-unknown-injury,https://www.transfermarkt.com/thomas-partey/verletzungen/spieler/230784
Thomas Partey,Arsenal FC,2022-02-14,2022-02-22,injury-muscle-injury,https://www.transfermarkt.com/thomas-partey/verletzungen/spieler/230784
Thomas Partey,Arsenal FC,2021-07-29,2021-08-30,injury-ankle-injury,https://www.transfermarkt.com/thomas-partey/verletzungen/spieler/230784
Thomas Partey,Arsenal FC,2021-07-01,2021-11-01,injury-hip-injury,https://www.transfermarkt.com/thomas-partey/verletzungen/spieler/230784
Albert Sambi Lokonga,Arsenal FC,2021-12-17,2021-12-24,injury-corona-virus,https://www.transfermarkt.com/albert-sambi-lokonga/verletzungen/spieler/381967
Charlie Patiño,Arsenal FC,2021-10-25,2021-11-15,injury-ankle-injury,https://www.transfermarkt.com/charlie-patino/verletzungen/spieler/581674
Emile Smith Rowe,Arsenal FC,2022-02-20,2022-06-30,injury-ill,https://www.transfermarkt.com/emile-smith-rowe/verletzungen/spieler/392765
Emile Smith Rowe,Arsenal FC,2021-07-01,2021-12-04,injury-thigh-problems,https://www.transfermarkt.com/emile-smith-rowe/verletzungen/spieler/392765
Reiss Nelson,Arsenal FC,2022-02-15,2022-06-30,injury-knock,https://www.transfermarkt.com/reiss-nelson/verletzungen/spieler/340325
Reiss Nelson,Arsenal FC,2022-03-02,2022-06-30,injury-corona-virus,https://www.transfermarkt.com/reiss-nelson/verletzungen/spieler/340325
Reiss Nelson,Arsenal FC,2021-07-01,2021-11-01,injury-head-injury,https://www.transfermarkt.com/reiss-nelson/verletzungen/spieler/340325
Nicolas Pépé,Arsenal FC,2022-03-30,2022-06-30,injury-virus,https://www.transfermarkt.com/nicolas-pepe/verletzungen/spieler/343052
Eddie Nketiah,Arsenal FC,2021-07-01,2021-11-25,injury-ankle-injury,https://www.transfermarkt.com/eddie-nketiah/verletzungen/spieler/340324
Pierre-Emerick Aubameyang,Arsenal FC,2022-01-13,2022-01-31,injury-heart-problems,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Pierre-Emerick Aubameyang,Arsenal FC,2022-03-01,2022-01-13,injury-corona-virus,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Pierre-Emerick Aubameyang,Arsenal FC,2021-07-01,2021-08-16,injury-corona-virus,https://www.transfermarkt.com/pierre-emerick-aubameyang/verletzungen/spieler/58864
Alexandre Lacazette,Arsenal FC,2022-04-14,2022-04-19,injury-corona-virus,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Alexandre Lacazette,Arsenal FC,2021-07-01,2021-08-24,injury-corona-virus,https://www.transfermarkt.com/alexandre-lacazette/verletzungen/spieler/93720
Emiliano Martínez,Aston Villa,2022-05-20,2022-05-29,injury-knee-problems,https://www.transfermarkt.com/emiliano-martinez/verletzungen/spieler/111873
Jed Steer,Aston Villa,2022-03-03,2022-06-30,injury-achilles-tendon-problems,https://www.transfermarkt.com/jed-steer/verletzungen/spieler/110867
Ezri Konsa,Aston Villa,2022-05-15,2022-06-30,injury-knee-injury,https://www.transfermarkt.com/ezri-konsa/verletzungen/spieler/413403
Axel Tuanzebe,Aston Villa,2022-03-02,2022-03-14,injury-lumbago,https://www.transfermarkt.com/axel-tuanzebe/verletzungen/spieler/342046
Kortney Hause,Aston Villa,2022-01-11,2022-06-30,injury-knee-surgery,https://www.transfermarkt.com/kortney-hause/verletzungen/spieler/233124
Lucas Digne,Aston Villa,2022-03-14,2022-03-21,injury-hamstring-injury,https://www.transfermarkt.com/lucas-digne/verletzungen/spieler/126664
Lucas Digne,Aston Villa,2021-07-01,2021-11-01,injury-ankle-injury,https://www.transfermarkt.com/lucas-digne/verletzungen/spieler/126664
Matty Cash,Aston Villa,2022-03-09,2022-06-30,injury-tendon-rupture,https://www.transfermarkt.com/matty-cash/verletzungen/spieler/425334
Matty Cash,Aston Villa,2021-07-01,2021-07-03,injury-hamstring-injury,https://www.transfermarkt.com/matty-cash/verletzungen/spieler/425334
Douglas Luiz,Aston Villa,2021-10-25,2021-11-25,injury-hamstring-injury,https://www.transfermarkt.com/douglas-luiz/verletzungen/spieler/447661
Morgan Sanson,Aston Villa,2021-12-12,2021-12-25,injury-corona-virus,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Morgan Sanson,Aston Villa,2021-09-23,2021-10-16,injury-hamstring-injury,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Morgan Sanson,Aston Villa,2021-09-04,2021-08-29,injury-knee-problems,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Morgan Sanson,Aston Villa,2021-07-01,2021-12-01,injury-muscle-injury,https://www.transfermarkt.com/morgan-sanson/verletzungen/spieler/174094
Carney Chukwuemeka,Aston Villa,2022-01-11,2022-06-30,injury-hamstring-injury,https://www.transfermarkt.com/carney-chukwuemeka/verletzungen/spieler/659459
Philippe Coutinho,Aston Villa,2022-05-11,2022-06-30,injury-hamstring-injury,https://www.transfermarkt.com/philippe-coutinho/verletzungen/spieler/80444
Philippe Coutinho,Aston Villa,2021-12-30,2022-01-13,injury-corona-virus,https://www.transfermarkt.com/philippe-coutinho/verletzungen/spieler/80444
Philippe Coutinho,Aston Villa,2021-08-08,2021-08-25,injury-fitness,https://www.transfermarkt.com/philippe-coutinho/verletzungen/spieler/80444
Philippe Coutinho,Aston Villa,2021-07-01,2021-07-08,injury-tear-of-the-lateral-meniscus,https://www.transfermarkt.com/philippe-coutinho/verletzungen/spieler/80444
Jaden Philogene,Aston Villa,2022-06-11,2022-06-30,injury-groin-injury,https://www.transfermarkt.com/jaden-philogene/verletzungen/spieler/665390
Leon Bailey,Aston Villa,2022-01-05,2022-05-31,injury-ligament-injury,https://www.transfermarkt.com/leon-bailey/verletzungen/spieler/387626
Leon Bailey,Aston Villa,2021-07-01,2022-06-30,injury-thigh-problems,https://www.transfermarkt.com/leon-bailey/verletzungen/spieler/387626
Leon Bailey,Aston Villa,2021-09-19,2021-10-21,injury-thigh-problems,https://www.transfermarkt.com/leon-bailey/verletzungen/spieler/387626
Leon Bailey,Aston Villa,2021-08-20,2021-09-09,injury-hamstring-injury,https://www.transfermarkt.com/leon-bailey/verletzungen/spieler/387626
Bertrand Traoré,Aston Villa,2021-10-20,2021-12-25,injury-strain-in-the-thigh-and-gluteal-muscles,https://www.transfermarkt.com/bertrand-traore/verletzungen/spieler/131996
Keinan Davis,Aston Villa,2022-04-16,2022-05-13,injury-hamstring-injury,https://www.transfermarkt.com/keinan-davis/verletzungen/spieler/412660
Keinan Davis,Aston Villa,2021-08-14,2021-09-25,injury-knee-injury,https://www.transfermarkt.com/keinan-davis/verletzungen/spieler/412660
David Raya,Brentford FC,2021-10-25,2022-04-02,injury-knee-injury,https://www.transfermarkt.com/david-raya/verletzungen/spieler/262749
Jonas Lössl,Brentford FC,2021-07-01,2021-09-28,injury-unknown-injury,https://www.transfermarkt.com/jonas-lossl/verletzungen/spieler/48870
Pontus Jansson,Brentford FC,2022-02-10,2022-06-30,injury-hamstring-injury,https://www.transfermarkt.com/pontus-jansson/verletzungen/spieler/125314
Zanka,Brentford FC,2022-04-15,2022-05-23,injury-groin-injury,https://www.transfermarkt.com/zanka/verletzungen/spieler/52059
Zanka,Brentford FC,2021-11-18,2022-02-20,injury-muscle-injury,https://www.transfermarkt.com/zanka/verletzungen/spieler/52059
Zanka,Brentford FC,2021-07-11,2022-02-20,injury-leg-injury,https://www.transfermarkt.com/zanka/verletzungen/spieler/52059
Mathias Jensen,Brentford FC,2021-07-07,2021-08-31,injury-leg-injury,https://www.transfermarkt.com/mathias-jensen/verletzungen/spieler/319859
Josh Dasilva,Brentford FC,2021-07-01,2022-04-02,injury-hip-injury,https://www.transfermarkt.com/josh-dasilva/verletzungen/spieler/340321
Frank Onyeka,Brentford FC,2022-01-12,2022-06-30,injury-hamstring-injury,https://www.transfermarkt.com/frank-onyeka/verletzungen/spieler/421637
Frank Onyeka,Brentford FC,2022-03-25,2022-05-16,injury-ankle-injury,https://www.transfermarkt.com/frank-onyeka/verletzungen/spieler/421637
Christian Eriksen,Brentford FC,2022-01-31,2022-02-25,injury-fitness,https://www.transfermarkt.com/christian-eriksen/verletzungen/spieler/69633
Christian Eriksen,Brentford FC,2021-07-01,2022-01-30,injury-heart-problems,https://www.transfermarkt.com/christian-eriksen/verletzungen/spieler/69633
Saman Ghoddos,Brentford FC,2022-03-19,2022-03-26,injury-corona-virus,https://www.transfermarkt.com/saman-ghoddos/verletzungen/spieler/204294
Sergi Canós,Brentford FC,2022-01-08,2022-05-09,injury-hamstring-injury,https://www.transfermarkt.com/sergi-canos/verletzungen/spieler/251845
Yoane Wissa,Brentford FC,2021-10-10,2021-11-20,injury-ankle-injury,https://www.transfermarkt.com/yoane-wissa/verletzungen/spieler/388165
Halil Dervişoğlu,Brentford FC,2021-09-19,2021-09-23,injury-unknown-injury,https://www.transfermarkt.com/halil-dervisoglu/verletzungen/spieler/465606
Kjell Scherpen,Brighton & Hove Albion,2022-01-09,2022-06-30,injury-unknown-injury,https://www.transfermarkt.com/kjell-scherpen/verletzungen/spieler/463527
Kjell Scherpen,Brighton & Hove Albion,2021-07-24,2021-10-09,injury-ankle-problems,https://www.transfermarkt.com/kjell-scherpen/verletzungen/spieler/463527
Jason Steele,Brighton & Hove Albion,2021-12-14,2021-12-28,injury-corona-virus,https://www.transfermarkt.com/jason-steele/verletzungen/spieler/73564
Jason Steele,Brighton & Hove Albion,2021-12-01,2021-09-02,injury-knock,https://www.transfermarkt.com/jason-steele/verletzungen/spieler/73564
Lewis Dunk,Brighton & Hove Albion,2021-07-01,2022-01-22,injury-knee-injury,https://www.transfermarkt.com/lewis-dunk/verletzungen/spieler/148153
Adam Webster,Brighton & Hove Albion,2022-02-18,2022-06-30,injury-groin-injury,https://www.transfermarkt.com/adam-webster/verletzungen/spieler/212847
Adam Webster,Brighton & Hove Albion,2021-07-01,2021-12-25,injury-calf-injury,https://www.transfermarkt.com/adam-webster/verletzungen/spieler/212847
Adam Webster,Brighton & Hove Albion,2021-11-09,2021-10-18,injury-hamstring-injury,https://www.transfermarkt.com/adam-webster/verletzungen/spieler/212847
Dan Burn,Brighton & Hove Albion,2021-12-26,2021-12-28,injury-shoulder-injury,https://www.transfermarkt.com/dan-burn/verletzungen/spieler/134270
Dan Burn,Brighton & Hove Albion,2021-10-27,2021-11-19,injury-knee-injury,https://www.transfermarkt.com/dan-burn/verletzungen/spieler/134270
Dan Burn,Brighton & Hove Albion,2021-07-31,2021-09-18,injury-torn-knee-ligaments,https://www.transfermarkt.com/dan-burn/verletzungen/spieler/134270
Shane Duffy,Brighton & Hove Albion,2022-03-04,2022-04-23,injury-thigh-problems,https://www.transfermarkt.com/shane-duffy/verletzungen/spieler/119269
Shane Duffy,Brighton & Hove Albion,2022-01-14,2022-04-02,injury-ankle-injury,https://www.transfermarkt.com/shane-duffy/verletzungen/spieler/119269
Shane Duffy,Brighton & Hove Albion,2021-12-16,2021-12-28,injury-corona-virus,https://www.transfermarkt.com/shane-duffy/verletzungen/spieler/119269
Matt Clarke,Brighton & Hove Albion,2022-01-10,2022-06-30,injury-back-problems,https://www.transfermarkt.com/matt-clarke/verletzungen/spieler/307497
Michal Karbownik,Brighton & Hove Albion,2022-01-20,2022-01-27,injury-muscular-problems,https://www.transfermarkt.com/michal-karbownik/verletzungen/spieler/401604
Michal Karbownik,Brighton & Hove Albion,2021-07-01,2021-08-12,injury-outer-ligament-problems,https://www.transfermarkt.com/michal-karbownik/verletzungen/spieler/401604
Tariq Lamptey,Brighton & Hove Albion,2022-04-21,2022-04-29,injury-knee-injury,https://www.transfermarkt.com/tariq-lamptey/verletzungen/spieler/504148
Tariq Lamptey,Brighton & Hove Albion,2021-07-01,2021-09-18,injury-hamstring-injury,https://www.transfermarkt.com/tariq-lamptey/verletzungen/spieler/504148
Joël Veltman,Brighton & Hove Albion,2021-12-15,2021-12-28,injury-ankle-injury,https://www.transfermarkt.com/joel-veltman/verletzungen/spieler/111195
Joël Veltman,Brighton & Hove Albion,2021-08-14,2021-08-27,injury-corona-virus,https://www.transfermarkt.com/joel-veltman/verletzungen/spieler/111195
Moisés Caicedo,Brighton & Hove Albion,2022-01-04,2022-06-04,injury-ill,https://www.transfermarkt.com/moises-caicedo/verletzungen/spieler/687626
Tudor Băluță,Brighton & Hove Albion,2021-07-01,2022-06-30,injury-ankle-injury,https://www.transfermarkt.com/tudor-baluta/verletzungen/spieler/433976
Tudor Băluță,Brighton & Hove Albion,2021-07-01,2021-07-18,injury-surgery,https://www.transfermarkt.com/tudor-baluta/verletzungen/spieler/433976
Enock Mwepu,Brighton & Hove Albion,2022-04-30,2022-05-21,injury-groin-injury,https://www.transfermarkt.com/enock-mwepu/verletzungen/spieler/490307
Enock Mwepu,Brighton & Hove Albion,2021-09-22,2021-10-14,injury-unknown-injury,https://www.transfermarkt.com/enock-mwepu/verletzungen/spieler/490307
Enock Mwepu,Brighton & Hove Albion,2021-08-24,2021-08-27,injury-knock,https://www.transfermarkt.com/enock-mwepu/verletzungen/spieler/490307
Jakub Moder,Brighton & Hove Albion,2022-02-04,2022-06-30,injury-cruciate-ligament-tear,https://www.transfermarkt.com/jakub-moder/verletzungen/spieler/384461
Pascal Groß,Brighton & Hove Albion,2021-12-14,2021-12-25,injury-corona-virus,https://www.transfermarkt.com/pascal-gross/verletzungen/spieler/82873
Steven Alzate,Brighton & Hove Albion,2021-09-27,2021-12-14,injury-ankle-surgery,https://www.transfermarkt.com/steven-alzate/verletzungen/spieler/476237
Adam Lallana,Brighton & Hove Albion,2022-01-14,2022-01-22,injury-hamstring-injury,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Adam Lallana,Brighton & Hove Albion,2021-07-01,2021-12-14,injury-leg-injury,https://www.transfermarkt.com/adam-lallana/verletzungen/spieler/43530
Leandro Trossard,Brighton & Hove Albion,2022-04-19,2022-04-21,injury-ill,https://www.transfermarkt.com/leandro-trossard/verletzungen/spieler/144028
Leandro Trossard,Brighton & Hove Albion,2021-12-26,2022-01-01,injury-hamstring-injury,https://www.transfermarkt.com/leandro-trossard/verletzungen/spieler/144028
Leandro Trossard,Brighton & Hove Albion,2021-07-01,2021-12-14,injury-elbow-injury,https://www.transfermarkt.com/leandro-trossard/verletzungen/spieler/144028
Abdallah Sima,Brighton & Hove Albion,2021-10-12,2022-03-18,injury-groin-injury,https://www.transfermarkt.com/abdallah-sima/verletzungen/spieler/776798
Abdallah Sima,Brighton & Hove Albion,2021-09-24,2021-10-29,injury-ankle-injury,https://www.transfermarkt.com/abdallah-sima/verletzungen/spieler/776798
Abdallah Sima,Brighton & Hove Albion,2021-12-07,2021-07-28,injury-fitness,https://www.transfermarkt.com/abdallah-sima/verletzungen/spieler/776798
Abdallah Sima,Brighton & Hove Albion,2021-09-04,2021-07-05,injury-groin-injury,https://www.transfermarkt.com/abdallah-sima/verletzungen/spieler/776798
Jeremy Sarmiento,Brighton & Hove Albion,2022-04-26,2022-05-24,injury-hamstring-injury,https://www.transfermarkt.com/jeremy-sarmiento/verletzungen/spieler/568005
Jeremy Sarmiento,Brighton & Hove Albion,2021-07-01,2022-06-30,injury-hamstring-injury,https://www.transfermarkt.com/jeremy-sarmiento/verletzungen/spieler/568005
Solly March,Brighton & Hove Albion,2021-08-28,2021-10-09,injury-hamstring-injury,https://www.transfermarkt.com/solly-march/verletzungen/spieler/209212
Neal Maupay,Brighton & Hove Albion,2021-12-14,2021-12-25,injury-corona-virus,https://www.transfermarkt.com/neal-maupay/verletzungen/spieler/217115
Neal Maupay,Brighton & Hove Albion,2021-08-21,2021-08-27,injury-shoulder-injury,https://www.transfermarkt.com/neal-maupay/verletzungen/spieler/217115
Danny Welbeck,Brighton & Hove Albion,2021-09-27,2021-12-25,injury-hamstring-injury,https://www.transfermarkt.com/danny-welbeck/verletzungen/spieler/67063
Danny Welbeck,Brighton & Hove Albion,2021-07-24,2021-08-27,injury-hamstring-injury,https://www.transfermarkt.com/danny-welbeck/verletzungen/spieler/67063
Andi Zeqiri,Brighton & Hove Albion,2022-02-25,2022-03-03,injury-corona-virus,https://www.transfermarkt.com/andi-zeqiri/verletzungen/spieler/345468
Andi Zeqiri,Brighton & Hove Albion,2021-07-01,2021-12-16,injury-hip-injury,https://www.transfermarkt.com/andi-zeqiri/verletzungen/spieler/345468
Jürgen Locadia,Brighton & Hove Albion,2022-03-17,2022-06-30,injury-knee-problems,https://www.transfermarkt.com/jurgen-locadia/verletzungen/spieler/166240
Jürgen Locadia,Brighton & Hove Albion,2022-03-03,2022-06-30,injury-bruised-back,https://www.transfermarkt.com/jurgen-locadia/verletzungen/spieler/166240
Jürgen Locadia,Brighton & Hove Albion,2021-12-13,2022-03-01,injury-corona-virus,https://www.transfermarkt.com/jurgen-locadia/verletzungen/spieler/166240
Nick Pope,Burnley FC,2021-12-29,2022-06-01,injury-corona-virus,https://www.transfermarkt.com/nick-pope/verletzungen/spieler/192080
Ben Mee,Burnley FC,2022-01-03,2022-06-30,injury-hairline-fracture-in-the-fibula,https://www.transfermarkt.com/ben-mee/verletzungen/spieler/74810
Erik Pieters,Burnley FC,2022-02-26,2022-02-05,injury-knee-injury,https://www.transfermarkt.com/erik-pieters/verletzungen/spieler/43763
Connor Roberts,Burnley FC,2021-08-12,2022-06-30,injury-infection,https://www.transfermarkt.com/connor-roberts/verletzungen/spieler/214666
Ashley Westwood,Burnley FC,2022-04-17,2022-06-30,injury-broken-ankle,https://www.transfermarkt.com/ashley-westwood/verletzungen/spieler/91317
Ashley Westwood,Burnley FC,2021-07-01,2021-11-01,injury-bruise,https://www.transfermarkt.com/ashley-westwood/verletzungen/spieler/91317
Josh Brownhill,Burnley FC,2021-12-13,2022-06-01,injury-corona-virus,https://www.transfermarkt.com/josh-brownhill/verletzungen/spieler/293569
Josh Brownhill,Burnley FC,2021-07-01,2021-12-02,injury-ankle-injury,https://www.transfermarkt.com/josh-brownhill/verletzungen/spieler/293569
Josh Brownhill,Burnley FC,2021-07-01,2021-11-01,injury-knock,https://www.transfermarkt.com/josh-brownhill/verletzungen/spieler/293569
Dwight McNeil,Burnley FC,2021-07-01,2021-11-01,injury-groin-injury,https://www.transfermarkt.com/dwight-mcneil/verletzungen/spieler/584769
Dara Costelloe,Burnley FC,2022-02-09,2022-06-30,injury-knee-injury,https://www.transfermarkt.com/dara-costelloe/verletzungen/spieler/614700
Jóhann Berg Gudmundsson,Burnley FC,2022-02-22,2022-06-30,injury-calf-injury,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2022-01-24,2022-02-21,injury-appendectomy,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2022-04-01,2022-01-18,injury-corona-virus,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2021-07-01,2021-10-20,injury-unknown-injury,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Jóhann Berg Gudmundsson,Burnley FC,2021-07-01,2021-11-01,injury-hamstring-strain,https://www.transfermarkt.com/johann-berg-gudmundsson/verletzungen/spieler/89231
Matej Vydra,Burnley FC,2022-03-02,2022-02-28,injury-groin-surgery,https://www.transfermarkt.com/matej-vydra/verletzungen/spieler/101500
